PROVIDER_ID,TOTAL_COUNT,READMISSION_COUNT,DEATH_COUNT,COMPLICATION_COUNT,PERCENTAGE
273317,8,0,0,0,0.0
282566,1,0,0,0,0.0
287536,2,0,0,0,0.0
298862,3,0,0,0,0.0
302825,1,0,0,0,0.0
313059,1,0,0,0,0.0
314843,1,0,0,0,0.0
315781,1,0,0,0,0.0
316184,1,0,0,0,0.0
328279,2,0,0,0,0.0
330299,1,0,0,0,0.0
335252,1,0,0,0,0.0
338794,1,0,0,0,0.0
343353,1,0,0,0,0.0
343960,2,0,0,0,0.0
346396,1,0,0,0,0.0
366420,1,0,0,0,0.0
368745,1,0,0,0,0.0
388931,4,0,0,0,0.0
398497,1,0,0,0,0.0
409910,1,0,0,0,0.0
448261,1,0,0,0,0.0
448704,1,0,0,0,0.0
450545,3,0,0,0,0.0
457394,2,0,0,0,0.0
457973,1,0,0,0,0.0
459946,2,0,0,0,0.0
462656,1,0,0,0,0.0
481244,1,0,0,0,0.0
488928,1,1,0,1,1.0
495866,2,0,0,0,0.0
514681,3,0,0,0,0.0
521278,3,0,0,0,0.0
623532,1,0,0,0,0.0
647311,2,0,0,0,0.0
649133,3,0,0,0,0.0
737,1,0,0,0,0.0
897,1,0,0,0,0.0
1483,1,0,0,0,0.0
2387,2,0,0,0,0.0
2580,2,0,0,0,0.0
2811,1,0,0,0,0.0
3226,5,0,0,0,0.0
3698,3,0,0,0,0.0
4929,2,0,0,0,0.0
5614,1,0,0,0,0.0
6393,1,0,0,0,0.0
15254,1,0,0,0,0.0
26200,4,0,0,0,0.0
26544,2,1,0,1,0.5
29595,1,0,0,0,0.0
33221,1,0,0,0,0.0
34878,24,1,0,1,0.0416666666667
37195,1,0,0,0,0.0
37480,2,0,0,0,0.0
37734,1,0,0,0,0.0
40687,10,1,0,1,0.1
45634,1,0,0,0,0.0
46108,11,0,0,0,0.0
47900,1,0,0,0,0.0
48780,2,0,0,0,0.0
57513,20,0,0,0,0.0
58572,2,1,0,1,0.5
60562,1,0,0,0,0.0
61867,1,0,0,0,0.0
62526,2,0,0,0,0.0
65726,1,0,0,0,0.0
65771,1,0,0,0,0.0
70830,1,0,0,0,0.0
71565,1,0,0,0,0.0
73156,1,0,0,0,0.0
83947,1,0,0,0,0.0
86400,1,0,0,0,0.0
86672,1,0,0,0,0.0
96555,1,0,0,0,0.0
101659,1,0,0,0,0.0
102262,1,0,0,0,0.0
104317,2,0,0,0,0.0
105712,2,0,0,0,0.0
110304,1,0,0,0,0.0
110327,2,1,0,1,0.5
110370,1,0,0,0,0.0
110433,2,0,0,0,0.0
117419,1,0,0,0,0.0
118064,1,0,0,0,0.0
119169,1,0,0,0,0.0
122604,1,0,0,0,0.0
122710,5,0,0,0,0.0
124524,1,0,0,0,0.0
128026,3,0,0,0,0.0
135341,1,0,0,0,0.0
141725,2,0,1,1,0.5
151791,6,0,0,0,0.0
152836,1,0,0,0,0.0
156554,1,0,0,0,0.0
156957,1,0,0,0,0.0
157866,1,0,0,0,0.0
164113,1,0,0,0,0.0
165287,2,0,0,0,0.0
165665,1,0,0,0,0.0
179764,1,0,0,0,0.0
180233,2,0,0,0,0.0
182284,1,0,0,0,0.0
186315,1,0,0,0,0.0
191735,1,0,0,0,0.0
195744,1,0,0,0,0.0
199478,1,0,0,0,0.0
200448,3,0,0,0,0.0
201981,2,0,0,0,0.0
210099,1,0,0,0,0.0
213468,1,1,0,1,1.0
216863,1,0,0,0,0.0
217301,1,0,0,0,0.0
217430,1,0,0,0,0.0
234705,1,0,0,0,0.0
234893,1,0,0,0,0.0
242284,1,1,0,1,1.0
243664,11,0,0,0,0.0
254684,6,1,0,1,0.166666666667
265780,1,0,0,0,0.0
266548,8,1,0,1,0.125
271143,1,0,0,0,0.0
273483,3,0,0,0,0.0
274111,1,0,0,0,0.0
274504,1,0,0,0,0.0
277576,1,0,0,0,0.0
283750,1,0,0,0,0.0
288428,4,0,0,0,0.0
288503,1,0,0,0,0.0
290046,1,0,0,0,0.0
299809,1,0,0,0,0.0
310013,1,0,0,0,0.0
310283,2,0,0,0,0.0
310946,3,0,0,0,0.0
316818,1,0,0,0,0.0
333921,2,0,0,0,0.0
345495,2,0,0,0,0.0
347877,1,0,0,0,0.0
349539,1,0,0,0,0.0
351676,3,0,0,0,0.0
353258,1,0,0,0,0.0
357344,1,0,0,0,0.0
365660,1,0,0,0,0.0
367937,17,0,0,0,0.0
373513,1,0,0,0,0.0
377114,1,0,0,0,0.0
378662,1,0,0,0,0.0
387516,1,0,0,0,0.0
390467,1,0,0,0,0.0
398493,2,1,0,1,0.5
398629,1,0,0,0,0.0
419364,1,0,0,0,0.0
433033,2,0,0,0,0.0
454851,1,0,0,0,0.0
462225,2,0,0,0,0.0
468860,1,0,0,0,0.0
481529,1,0,0,0,0.0
509237,1,0,0,0,0.0
509388,1,0,0,0,0.0
529010,1,0,0,0,0.0
543065,2,0,0,0,0.0
567321,1,0,0,0,0.0
589279,2,0,0,0,0.0
608871,1,0,0,0,0.0
616921,1,0,0,0,0.0
628789,1,0,0,0,0.0
644350,1,0,0,0,0.0
689850,1,0,0,0,0.0
809000,1,0,0,0,0.0
828341,1,0,0,0,0.0
875315,1,0,0,0,0.0
11639,1,0,0,0,0.0
13601,2,1,0,1,0.5
14377,2,0,0,0,0.0
15296,1,0,0,0,0.0
16680,1,1,0,1,1.0
16924,3,0,0,0,0.0
17044,1,0,0,0,0.0
17775,1,0,0,0,0.0
20020,4,0,0,0,0.0
20029,1,0,0,0,0.0
21058,1,0,0,0,0.0
21121,6,0,0,0,0.0
22609,1,0,0,0,0.0
24855,3,0,0,0,0.0
25106,2,0,0,0,0.0
26619,1,0,0,0,0.0
27471,2,0,0,0,0.0
28871,4,0,0,0,0.0
31031,1,0,0,0,0.0
31435,1,0,0,0,0.0
33118,1,0,0,0,0.0
37768,1,0,0,0,0.0
38270,1,0,0,0,0.0
41126,3,0,0,0,0.0
41496,1,0,0,0,0.0
45054,1,0,0,0,0.0
45731,1,0,0,0,0.0
46362,1,0,0,0,0.0
47496,1,0,0,0,0.0
51914,2,0,0,0,0.0
53528,1,0,0,0,0.0
54212,1,0,0,0,0.0
54551,1,0,0,0,0.0
54958,4,1,0,1,0.25
55013,1,0,0,0,0.0
55539,1,0,0,0,0.0
56840,1,2,0,2,2.0
60964,12,0,0,0,0.0
75969,1,0,0,0,0.0
81465,6,0,0,0,0.0
81475,3,0,0,0,0.0
84247,1,0,0,0,0.0
86411,1,0,0,0,0.0
86443,1,0,0,0,0.0
88508,1,0,0,0,0.0
92984,1,0,0,0,0.0
93112,2,0,0,0,0.0
96382,3,0,0,0,0.0
97128,1,0,0,0,0.0
98376,3,0,0,0,0.0
102151,2,0,0,0,0.0
104015,1,0,0,0,0.0
106148,4,0,0,0,0.0
108176,1,0,0,0,0.0
112269,1,0,0,0,0.0
122494,2,0,0,0,0.0
133704,1,0,0,0,0.0
135137,1,0,0,0,0.0
139255,14,0,0,0,0.0
140404,2,1,0,1,0.5
153970,1,0,0,0,0.0
158770,3,0,0,0,0.0
161791,1,0,0,0,0.0
164740,10,0,0,0,0.0
168529,2,0,0,0,0.0
171202,1,0,0,0,0.0
173382,1,0,0,0,0.0
174937,1,0,0,0,0.0
178343,1,0,0,0,0.0
181343,1,0,0,0,0.0
184126,10,0,0,0,0.0
185260,12,0,0,0,0.0
190128,1,0,0,0,0.0
191956,1,0,0,0,0.0
193165,1,0,0,0,0.0
195951,1,0,0,0,0.0
198568,1,0,0,0,0.0
206362,1,0,0,0,0.0
211983,35,4,0,4,0.114285714286
214392,1,0,0,0,0.0
219207,1,0,0,0,0.0
224413,1,0,0,0,0.0
225069,1,0,0,0,0.0
226065,1,0,0,0,0.0
234480,1,0,0,0,0.0
243984,2,0,0,0,0.0
251311,3,0,0,0,0.0
254926,1,0,0,0,0.0
255736,1,0,0,0,0.0
264378,1,0,0,0,0.0
264995,1,0,0,0,0.0
266220,1,0,0,0,0.0
268610,1,0,0,0,0.0
269156,1,0,0,0,0.0
275685,2,0,0,0,0.0
276613,1,0,0,0,0.0
277829,1,0,0,0,0.0
290934,3,0,0,0,0.0
291955,1,0,0,0,0.0
294592,1,0,0,0,0.0
296705,1,0,0,0,0.0
297777,1,0,0,0,0.0
299700,3,0,0,0,0.0
322461,14,2,0,2,0.142857142857
324242,2,0,0,0,0.0
326434,1,0,0,0,0.0
334459,1,0,0,0,0.0
335688,2,0,0,0,0.0
341822,1,0,0,0,0.0
345998,2,0,0,0,0.0
358692,1,0,0,0,0.0
365311,1,0,0,0,0.0
371942,1,0,0,0,0.0
377093,1,0,0,0,0.0
377586,1,0,0,0,0.0
384609,2,0,0,0,0.0
392696,3,1,0,1,0.333333333333
413856,1,0,0,0,0.0
422961,7,0,0,0,0.0
427139,1,0,0,0,0.0
434830,1,0,0,0,0.0
446213,1,0,0,0,0.0
471158,2,1,0,1,0.5
471573,1,0,0,0,0.0
475932,1,0,0,0,0.0
552204,1,0,0,0,0.0
560683,1,0,0,0,0.0
560879,1,0,0,0,0.0
586601,1,0,0,0,0.0
597625,1,0,0,0,0.0
610062,1,0,0,0,0.0
625777,2,0,0,0,0.0
633118,1,0,0,0,0.0
687191,1,0,0,0,0.0
734560,1,0,0,0,0.0
815619,1,0,0,0,0.0
85,10,0,0,0,0.0
251,14,0,0,0,0.0
2721,2,0,0,0,0.0
3490,2,0,0,0,0.0
4239,1,0,0,0,0.0
7066,1,0,0,0,0.0
7120,1,0,0,0,0.0
10768,2,0,0,0,0.0
14958,1,0,0,0,0.0
18746,1,0,0,0,0.0
18838,7,0,0,0,0.0
19165,1,0,0,0,0.0
22107,2,0,0,0,0.0
22965,2,0,0,0,0.0
23658,1,0,0,0,0.0
26335,1,0,1,1,1.0
27856,1,0,0,0,0.0
32786,2,1,0,1,0.5
33337,1,0,0,0,0.0
35094,6,0,0,0,0.0
35950,9,0,0,0,0.0
42942,1,1,0,1,1.0
44792,2,0,0,0,0.0
45895,6,0,0,0,0.0
48401,1,0,0,0,0.0
50309,1,0,0,0,0.0
54051,1,0,0,0,0.0
54769,1,0,0,0,0.0
59663,1,0,0,0,0.0
61501,2,0,0,0,0.0
65879,3,0,0,0,0.0
66289,2,0,0,0,0.0
68386,1,0,0,0,0.0
72254,1,0,0,0,0.0
76148,1,0,0,0,0.0
77231,2,0,0,0,0.0
77913,1,0,0,0,0.0
78776,6,0,0,0,0.0
82901,1,0,0,0,0.0
85820,1,0,0,0,0.0
90586,1,0,0,0,0.0
90873,2,0,0,0,0.0
97579,15,1,0,1,0.0666666666667
100872,2,0,0,0,0.0
100942,1,0,0,0,0.0
107831,1,0,0,0,0.0
108883,1,0,0,0,0.0
116905,2,0,0,0,0.0
118193,1,0,0,0,0.0
119819,1,0,0,0,0.0
120163,2,0,0,0,0.0
127355,3,0,0,0,0.0
134707,2,0,0,0,0.0
135768,2,0,0,0,0.0
136042,1,0,0,0,0.0
144565,3,0,0,0,0.0
147984,1,0,0,0,0.0
150892,1,0,0,0,0.0
153332,1,0,0,0,0.0
153529,1,0,0,0,0.0
155307,3,1,0,1,0.333333333333
158478,2,0,0,0,0.0
162129,1,0,0,0,0.0
162354,3,0,0,0,0.0
165999,1,0,0,0,0.0
171975,1,0,0,0,0.0
178919,1,0,0,0,0.0
184262,2,0,0,0,0.0
185553,2,0,0,0,0.0
186023,1,0,0,0,0.0
187922,8,0,0,0,0.0
187924,1,0,0,0,0.0
188870,6,0,0,0,0.0
193916,1,0,0,0,0.0
194157,1,0,0,0,0.0
196437,1,0,0,0,0.0
197855,1,0,0,0,0.0
204017,1,0,0,0,0.0
209605,1,0,0,0,0.0
209878,8,0,0,0,0.0
212414,3,0,0,0,0.0
213117,1,0,0,0,0.0
215027,5,0,0,0,0.0
218655,2,0,0,0,0.0
220752,1,0,0,0,0.0
223067,1,0,0,0,0.0
224155,1,0,0,0,0.0
224261,1,0,0,0,0.0
224462,4,1,0,1,0.25
227158,1,0,0,0,0.0
227987,1,0,0,0,0.0
231479,2,0,0,0,0.0
232852,4,0,0,0,0.0
244681,1,0,0,0,0.0
245699,4,0,0,0,0.0
248494,3,0,0,0,0.0
252462,1,0,0,0,0.0
266663,1,0,0,0,0.0
270728,5,0,0,0,0.0
271227,1,0,0,0,0.0
272251,1,0,0,0,0.0
272612,1,0,0,0,0.0
273032,1,0,0,0,0.0
278992,1,0,0,0,0.0
281816,1,1,0,1,1.0
283315,4,0,0,0,0.0
283707,1,0,0,0,0.0
284794,1,0,0,0,0.0
291139,1,0,0,0,0.0
296946,1,0,0,0,0.0
300121,1,0,0,0,0.0
307049,1,0,0,0,0.0
307590,4,0,0,0,0.0
310292,3,0,0,0,0.0
315842,11,0,0,0,0.0
316124,1,0,0,0,0.0
338016,1,0,0,0,0.0
343595,1,0,0,0,0.0
353824,1,0,0,0,0.0
369148,1,0,0,0,0.0
371904,1,0,0,0,0.0
372536,1,0,0,0,0.0
380408,1,0,0,0,0.0
380524,1,0,0,0,0.0
385436,1,0,0,0,0.0
385831,2,0,0,0,0.0
389006,2,0,0,0,0.0
397850,1,0,0,0,0.0
398724,3,0,0,0,0.0
408896,1,0,0,0,0.0
410443,1,0,0,0,0.0
422252,1,0,0,0,0.0
432264,5,1,0,1,0.2
440379,2,0,0,0,0.0
446310,1,0,0,0,0.0
451589,1,0,0,0,0.0
456786,1,0,0,0,0.0
456888,1,0,0,0,0.0
480373,1,0,0,0,0.0
482795,1,0,0,0,0.0
483091,1,0,0,0,0.0
508326,1,0,0,0,0.0
521714,1,0,0,0,0.0
537752,1,0,0,0,0.0
540862,1,0,0,0,0.0
574736,1,0,0,0,0.0
583779,1,0,0,0,0.0
601778,1,0,0,0,0.0
635299,1,0,0,0,0.0
645578,1,0,0,0,0.0
683066,1,0,0,0,0.0
713983,1,0,0,0,0.0
3834,6,0,0,0,0.0
8577,1,0,0,0,0.0
8716,2,0,0,0,0.0
10840,1,0,0,0,0.0
12322,1,0,0,0,0.0
18334,1,0,0,0,0.0
19067,1,0,0,0,0.0
20719,1,0,0,0,0.0
21298,1,0,0,0,0.0
21373,1,0,0,0,0.0
21769,2,0,0,0,0.0
23362,1,0,0,0,0.0
24258,1,0,0,0,0.0
27228,2,0,0,0,0.0
27683,1,0,0,0,0.0
28604,2,0,0,0,0.0
32804,6,0,0,0,0.0
34195,1,0,0,0,0.0
34805,1,0,0,0,0.0
38883,2,0,0,0,0.0
39721,7,0,0,0,0.0
41068,1,0,0,0,0.0
41768,1,0,0,0,0.0
44942,1,0,0,0,0.0
45227,5,0,0,0,0.0
50516,5,0,0,0,0.0
51514,1,0,0,0,0.0
55607,1,0,0,0,0.0
59142,1,0,0,0,0.0
60656,1,0,0,0,0.0
62935,1,0,0,0,0.0
63146,1,0,0,0,0.0
67846,2,0,0,0,0.0
68109,1,0,0,0,0.0
73566,2,0,0,0,0.0
75808,1,0,0,0,0.0
78671,1,0,0,0,0.0
86732,5,0,0,0,0.0
87573,4,0,0,0,0.0
88287,1,0,0,0,0.0
88527,1,0,0,0,0.0
91432,1,0,0,0,0.0
94846,1,0,0,0,0.0
95334,2,0,0,0,0.0
103883,1,0,0,0,0.0
104226,9,0,0,0,0.0
105484,1,0,0,0,0.0
105735,10,0,0,0,0.0
106241,1,0,0,0,0.0
107228,1,0,0,0,0.0
113629,11,0,0,0,0.0
117278,2,0,0,0,0.0
118469,1,0,0,0,0.0
120438,5,0,0,0,0.0
124207,1,0,0,0,0.0
125637,8,0,0,0,0.0
126266,1,0,0,0,0.0
127024,1,0,0,0,0.0
128076,1,0,0,0,0.0
128289,1,1,0,1,1.0
131983,1,0,0,0,0.0
133787,1,0,0,0,0.0
140052,3,0,0,0,0.0
142731,3,0,0,0,0.0
145145,1,0,0,0,0.0
147971,1,0,0,0,0.0
149133,2,0,0,0,0.0
150797,1,0,0,0,0.0
152711,1,0,0,0,0.0
156667,1,0,0,0,0.0
157788,1,0,0,0,0.0
171211,3,0,0,0,0.0
177201,1,0,0,0,0.0
183789,1,0,0,0,0.0
191360,1,0,1,1,1.0
194151,1,0,0,0,0.0
195010,1,0,0,0,0.0
199301,1,0,0,0,0.0
216953,1,0,0,0,0.0
227830,1,0,0,0,0.0
228468,2,0,0,0,0.0
230670,1,0,0,0,0.0
231098,8,0,0,0,0.0
232109,3,0,0,0,0.0
234539,1,0,0,0,0.0
246030,1,0,0,0,0.0
250947,1,0,0,0,0.0
252335,1,0,0,0,0.0
260914,1,0,0,0,0.0
266125,1,0,0,0,0.0
267814,1,0,0,0,0.0
273551,2,0,0,0,0.0
275277,2,0,0,0,0.0
277351,1,0,0,0,0.0
280702,2,0,0,0,0.0
284464,1,1,0,1,1.0
286963,1,0,0,0,0.0
292594,1,0,0,0,0.0
294177,1,0,0,0,0.0
297778,1,0,0,0,0.0
305377,2,0,0,0,0.0
310127,1,0,0,0,0.0
312753,8,0,0,0,0.0
314627,3,0,0,0,0.0
314987,9,2,0,2,0.222222222222
316371,1,0,0,0,0.0
318286,1,0,0,0,0.0
337364,1,0,0,0,0.0
338047,1,0,0,0,0.0
341581,1,0,0,0,0.0
343321,1,0,0,0,0.0
347081,1,0,0,0,0.0
352301,2,0,0,0,0.0
364352,1,0,0,0,0.0
364583,1,0,0,0,0.0
384801,4,0,0,0,0.0
385770,7,1,0,1,0.142857142857
391129,2,0,0,0,0.0
420772,1,0,0,0,0.0
423159,1,0,0,0,0.0
429244,1,0,0,0,0.0
430133,1,0,0,0,0.0
432149,2,0,0,0,0.0
446703,1,0,0,0,0.0
448540,1,0,0,0,0.0
467327,2,0,0,0,0.0
486405,1,0,0,0,0.0
516752,1,0,0,0,0.0
534505,1,0,0,0,0.0
547645,1,0,0,0,0.0
551543,2,0,0,0,0.0
554673,1,0,0,0,0.0
559972,1,0,0,0,0.0
570139,1,0,0,0,0.0
570227,1,0,0,0,0.0
571604,3,2,0,2,0.666666666667
577145,1,0,0,0,0.0
602820,1,0,0,0,0.0
613453,2,0,0,0,0.0
619369,1,0,0,0,0.0
646067,1,0,0,0,0.0
679909,1,0,0,0,0.0
699396,1,0,0,0,0.0
746542,1,0,0,0,0.0
751567,1,0,0,0,0.0
767736,1,0,0,0,0.0
788441,1,0,0,0,0.0
481,1,0,0,0,0.0
898,1,0,0,0,0.0
2247,41,1,0,1,0.0243902439024
3028,5,0,0,0,0.0
4092,1,0,0,0,0.0
5110,2,0,0,0,0.0
5847,1,0,0,0,0.0
6864,1,0,0,0,0.0
6890,1,0,0,0,0.0
9575,1,0,0,0,0.0
9675,1,2,0,2,2.0
10597,1,0,0,0,0.0
12184,73,2,0,2,0.027397260274
12264,1,0,0,0,0.0
13468,1,0,0,0,0.0
16510,30,0,0,0,0.0
18831,1,0,0,0,0.0
21126,1,0,0,0,0.0
21667,1,0,0,0,0.0
25923,1,0,0,0,0.0
25948,1,0,0,0,0.0
27657,1,0,0,0,0.0
29328,1,0,0,0,0.0
31631,1,0,0,0,0.0
32290,1,0,0,0,0.0
32623,2,0,0,0,0.0
33243,1,0,0,0,0.0
36357,1,1,0,1,1.0
36930,7,1,0,1,0.142857142857
37713,1,0,0,0,0.0
37812,64,3,0,3,0.046875
38282,1,0,0,0,0.0
44819,1,0,0,0,0.0
45627,1,0,0,0,0.0
46887,1,0,0,0,0.0
49828,1,0,0,0,0.0
50393,3,0,0,0,0.0
51594,1,0,0,0,0.0
52107,10,0,0,0,0.0
52648,2,0,0,0,0.0
52882,1,0,0,0,0.0
53890,1,0,0,0,0.0
54166,1,0,0,0,0.0
54232,3,0,0,0,0.0
54340,1,0,0,0,0.0
55647,1,0,0,0,0.0
56661,4,0,0,0,0.0
61129,10,0,0,0,0.0
64236,2,0,0,0,0.0
65764,2,0,0,0,0.0
67625,1,1,0,1,1.0
67734,1,0,0,0,0.0
70342,1,0,0,0,0.0
72464,4,0,0,0,0.0
72861,1,0,0,0,0.0
76825,1,0,0,0,0.0
77430,1,0,0,0,0.0
78677,1,0,0,0,0.0
81835,1,0,0,0,0.0
82935,9,0,0,0,0.0
85598,1,0,0,0,0.0
86652,1,0,0,0,0.0
87281,4,0,0,0,0.0
88862,1,0,0,0,0.0
91502,10,2,0,2,0.2
92427,1,0,0,0,0.0
92828,1,0,0,0,0.0
96111,1,0,0,0,0.0
97358,1,0,0,0,0.0
100618,1,0,0,0,0.0
100668,1,0,0,0,0.0
101678,4,0,0,0,0.0
105838,1,0,0,0,0.0
107997,1,0,0,0,0.0
108953,1,0,0,0,0.0
112014,4,0,0,0,0.0
112101,3,0,0,0,0.0
114281,1,0,0,0,0.0
114941,1,1,0,1,1.0
115464,3,0,0,0,0.0
115498,2,0,0,0,0.0
115983,1,0,0,0,0.0
118202,1,0,0,0,0.0
119826,1,0,0,0,0.0
122536,1,0,0,0,0.0
122736,1,0,0,0,0.0
123764,1,0,0,0,0.0
129621,1,0,0,0,0.0
131196,1,0,0,0,0.0
135621,1,0,0,0,0.0
135628,1,0,0,0,0.0
136264,1,0,0,0,0.0
136521,1,0,0,0,0.0
137904,9,0,0,0,0.0
138192,1,0,0,0,0.0
138793,1,0,0,0,0.0
157668,3,0,0,0,0.0
158954,1,1,0,1,1.0
160733,1,0,0,0,0.0
169337,1,0,0,0,0.0
171588,4,0,0,0,0.0
171979,2,0,0,0,0.0
174864,2,0,0,0,0.0
175968,13,0,0,0,0.0
186307,1,0,0,0,0.0
187730,2,1,0,1,0.5
188307,1,0,0,0,0.0
189350,1,0,0,0,0.0
189392,2,0,0,0,0.0
189490,1,0,0,0,0.0
199468,1,0,0,0,0.0
205659,2,0,0,0,0.0
210332,1,0,0,0,0.0
217572,1,0,0,0,0.0
220812,1,0,0,0,0.0
222110,2,0,0,0,0.0
222586,1,0,0,0,0.0
224993,1,0,0,0,0.0
227964,1,0,0,0,0.0
232245,1,0,0,0,0.0
242404,2,0,0,0,0.0
249587,1,0,0,0,0.0
254254,1,0,0,0,0.0
265404,1,0,0,0,0.0
269784,1,0,0,0,0.0
273606,1,0,0,0,0.0
273691,1,0,0,0,0.0
274090,1,0,0,0,0.0
278491,1,0,0,0,0.0
278816,2,0,0,0,0.0
281127,1,0,0,0,0.0
285107,1,0,0,0,0.0
286469,1,0,0,0,0.0
295696,1,0,0,0,0.0
297946,1,0,0,0,0.0
306380,1,0,0,0,0.0
307601,1,0,0,0,0.0
315405,2,0,0,0,0.0
317030,1,0,0,0,0.0
323225,1,0,0,0,0.0
323554,2,0,0,0,0.0
325395,1,0,0,0,0.0
330957,2,0,0,0,0.0
350573,8,1,0,1,0.125
358893,1,0,0,0,0.0
366377,1,0,0,0,0.0
377351,2,0,0,0,0.0
381153,4,0,0,0,0.0
385703,1,0,0,0,0.0
386089,1,0,0,0,0.0
388978,4,0,0,0,0.0
398275,1,0,0,0,0.0
409291,2,0,0,0,0.0
437854,1,0,0,0,0.0
439906,1,0,0,0,0.0
471808,1,0,0,0,0.0
481470,1,0,0,0,0.0
483578,1,0,0,0,0.0
497202,1,0,0,0,0.0
503880,1,0,0,0,0.0
508786,1,0,0,0,0.0
523288,2,1,0,1,0.5
543468,1,0,0,0,0.0
595424,1,0,0,0,0.0
599782,1,0,0,0,0.0
647168,2,0,0,0,0.0
699790,1,0,0,0,0.0
740495,1,0,0,0,0.0
749279,1,0,0,0,0.0
2542,1,0,0,0,0.0
2874,71,1,0,1,0.0140845070423
3062,2,0,0,0,0.0
6557,1,0,0,0,0.0
7736,2,0,0,0,0.0
11287,1,0,0,0,0.0
11459,1,0,0,0,0.0
21710,1,0,0,0,0.0
22349,2,3,0,3,1.5
22713,1,0,0,0,0.0
23141,1,0,0,0,0.0
25831,2,0,0,0,0.0
26350,1,0,0,0,0.0
27472,4,0,0,0,0.0
28147,1,0,0,0,0.0
29893,1,0,0,0,0.0
31418,1,0,0,0,0.0
36693,2,0,0,0,0.0
36935,4,0,0,0,0.0
38704,1,0,0,0,0.0
42310,1,0,0,0,0.0
42727,1,2,0,2,2.0
42988,1,0,0,0,0.0
43411,1,0,0,0,0.0
48409,1,0,0,0,0.0
54146,2,0,0,0,0.0
54211,1,0,0,0,0.0
58985,23,0,0,0,0.0
61155,29,0,0,0,0.0
67622,1,0,0,0,0.0
68087,7,0,0,0,0.0
74099,1,0,0,0,0.0
75934,4,0,0,0,0.0
78338,1,0,0,0,0.0
79397,3,0,0,0,0.0
80266,1,0,0,0,0.0
80522,1,0,0,0,0.0
84506,1,0,0,0,0.0
89373,3,0,0,0,0.0
92063,4,0,0,0,0.0
92176,12,0,0,0,0.0
92740,4,0,0,0,0.0
98541,1,1,0,1,1.0
99784,1,0,0,0,0.0
104567,1,0,0,0,0.0
106171,1,0,0,0,0.0
109883,1,0,0,0,0.0
111961,5,0,0,0,0.0
115718,1,1,0,1,1.0
115978,5,0,0,0,0.0
117665,1,0,0,0,0.0
118651,2,0,0,0,0.0
124412,1,0,0,0,0.0
126867,2,1,0,1,0.5
